id,city,time,content,reply_content,handler,status,url
96248,Da Nang,14:00 07/04/2026,"Hiện tại, đường dây điện chiếu sáng công cộng đi ngang qua nhà tôi tại địa chỉ 02 Phước Hòa 2, phường Cẩm Lệ. Đường dây này đã tồn tại từ thời điểm tôi được cấp đất vào năm 2010. Trước đây, do phần sân nhà tôi được chừa lùi vào bên trong nên chưa ảnh hưởng đến việc sử dụng. Tuy nhiên, hiện nay tôi có nhu cầu khai thác và xây dựng mái hiên trên phần sân, nhưng bị vướng đường dây điện nêu trên. Tôi đã liên hệ với điện lực và được hướng dẫn đây là hệ thống điện chiếu sáng công cộng thuộc đơn vị quản lý khác. Vì vậy, kính đề nghị cơ quan chức năng: - Kiểm tra hiện trạng đường dây điện tại vị trí nêu trên - Có phương án di dời, điều chỉnh phù hợp - Tạo điều kiện để tôi sử dụng phần đất hợp pháp của mình theo quy định Kính mong được quan tâm xem xét và hỗ trợ giải quyết.",Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và liên hệ khảo sát với công dân và sắp xếp lên kế hoạch di dời theo kiến nghị. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./.,Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và liên hệ khảo sát với công dân và sắp xếp lên kế hoạch di dời,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96248
96212,Da Nang,07:47 07/04/2026,"Tại vị trí trước số nhà 93 Hoàng Đình Ái, phường Hòa Xuân có trụ đèn chiếu sáng (mã trụ: CS44T3E2) đã bị cháy từ lâu nhưng chưa được sửa chữa, khắc phục. Người dân đi lại dễ xảy ra tai nạn. Kính đề nghị cơ quan chức năng kiểm tra, sửa chữa kịp thời để đảm bảo chiếu sáng và an toàn cho người dân. Xin cảm ơn.","Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./.","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 15/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96212
96208,Da Nang,07:45 07/04/2026,"Sau lưng khu gia đình quân nhân tại tổ 62, phường Liên Chiểu có 1 đường cống thoát nước nước nhưng vào mùa mưa việc thoát nước cũng không đảm bảo, gây ngập lụt. Hiện nay bên quân đội đang thực hiện lấp cống và thu hẹp đường cống lại (còn khoảng 1m-1m5). Việc thu hẹp đường cống thế này chắc chắn làm ảnh hưởng đến việc thoát nước trong mùa mưa sắp tới. Đề nghị cơ quan chức năng quan tâm, xử lý.","Theo nội dung góp ý của công dân, UBND phường Liên Chiểu đã giao Phòng Kinh tế, Hạ tầng và Đô thị kiểm tra, xử lý. Nay, UBND phường phản hồi như sau: Khu gia đình quân nhân nằm tiếp giáp với Đại đội trinh sát 532. Vừa qua, Đại đội trinh sát thi công xây dựng tường rào và cải tạo mặt bằng khu đất khuôn viên của đơn vị. Trong quá trình đó, người dân phản ánh kiến nghị về việc thi công của đơn vị gây ảnh hưởng đến người dân; trong đó có nội dung liên quan đến cống thoát nước và nhiều nội dung khác. Vì vậy, để thống nhất về giải pháp xử lý, Phòng KTHT&ĐT phường tổ chức cuộc họp với các cơ quan, đơn vị, tổ chức và cá nhân liên quan vào ngày 11/4/2026 (Giấy mời số 19/GM-KTHTĐT ngày 08/4/2026). Kết luận cuộc họp đi đến thống nhất như sau: Đối với mương thoát nước hở trong khuôn viên đất đại đội, đề nghị BCH Quân sự thành phố có hồ sơ thiết kế, phương án thi công đầy đủ, công khai cho bà con nhân dân được biết, thống nhất và giám sát trong quá trình thi công. Trong thời gian có phương án được thống nhất, đại đội tạm dừng thi công tại các vị trí ảnh hưởng đến người dân như đã phản ánh tại cuộc họp. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!","Trung tâm Thông tin và Giám sát, điều hành thông minh",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96208
96195,Da Nang,07:33 07/04/2026,"Hố ga thu nước trước nhà 112 Hồ Biểu Chánh không có nắp đan, gây nguy hiểm cho người tham gia giao thông. Bên cạnh đó, tấm đan cống trước nhà 18 Huy Cận cũng bị bể sụp nguy hiểm, gây mùi hôi. Kính báo các cấp, quan tâm xử lý giúp. Xin cảm ơn!","Theo nội dung góp ý của công dân, UBND phường Hòa Cường đã giao cho Phòng Kinh tế, Hạ tầng và Đô thị phường kiểm tra, xử lý. Nay, UBND phường phản hồi như sau: Phòng Kinh tế, Hạ tầng và Đô thị phường đã kiểm tra và thống kê đưa vị trí hư hỏng này vào danh mục hồ sơ duy tu sửa chữa hạ tầng bị hư hỏng trên địa bàn phường năm 2026 để lập, phê duyệt dự toán, bố trí kinh phí và sớm triển khai sửa chữa, khắc phục. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Hòa Cường,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96195
96173,Da Nang,20:25 06/04/2026,"Đoạn kiệt 65 Tô Hiến Thành, phường An Hải là tuyến đường nối đường đi từ đường Trần Bạch Đằng qua đường Hồ Nghinh. (trên Map thì hiển thị là đường Hồ Nghinh, nhưng số địa nhà lại ghi kiệt 65 Tô Hiến Thành) Tuy nhiên rất nhiều năm đoạn đường này rất xấu, ổ gà rất nhiều, hố ga đi qua đi lại cũng hư rất nhiều lần rồi. Tôi đề nghị chính quyền đổ nhựa đoạn kiệt này để nhân dân đi lại thuận tiện hơn, nhất là khách du lịch nước ngoài họ đi lại rất đông. Không thể đoạn đường Hồ Nghinh và Trần Bạch Đằng đã trải nhựa đi êm đẹp thì đến đoạn kiệt này lại là bê tông, không ăn nhập gì với tuyến đường du lịch trọng điểm của thành phố. Mong các cấp chính quyền lưu tâm xử lý sớm nhất trong năm nay. Chân thành cảm ơn","Theo nội dung góp ý của công dân, UBND phường An Hải phản hồi như sau: Nhận được thông tin phản ánh, qua kiểm tra đoạn đường phản ánh thuộc dự án Tuyến đường 10.5m đoạn từ đường Hồ Nghinh đến đường Trần Bạch Đằng đã được UBND thành phố bố trí vốn đầu tư 20 tỷ trong thời gian đến để đầu tư với quy mô đường bê tông nhựa 10,5m vỉa hè 4.0, hạ tầng đảm bảo việc kết nối hạ tầng giao thông đồng cấp 2 đầu; ngoài ra để đảm bảo đi lại cho nhân dân trước Tết tuyến đường cũng đã được sửa chữa. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường An Hải,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96173
96166,Da Nang,18:31 06/04/2026,"Tôi xin phản ánh tình trạng xuống cấp nghiêm trọng của vỉa hè tại đường Nguyễn Văn Trỗi, cụ thể là đoạn nằm giữa Cháo Dinh Dưỡng Chị Ong Vàng và Nhà Thuốc An Sinh (khu vực phường Bàn Thạch tôi có kèm theo hình ảnh google map và link face book chứa hình ảnh và video). Hiện trạng cụ thể: - Vỉa hè bị sụt lún sâu, tạo thành hố hàm ếch nguy hiểm. - Lớp gạch lát đã bị bong tróc hoàn toàn, gạch đá vỡ vụn nằm ngổn ngang. Khu vực này ngay sát trường Tiểu học Phan Thanh và các cửa hàng dịch vụ trẻ em, y tế nên lưu lượng người đi bộ (đặc biệt là người già và trẻ nhỏ) rất đông. Việc vỉa hè hư hỏng buộc người dân phải đi bộ dưới lòng đường, tiềm ẩn nguy cơ tai nạn giao thông rất cao. Kính mong cơ quan chức năng sớm kiểm tra, khảo sát và có biện pháp duy tu, sửa chữa kịp thời để đảm bảo an toàn cho bà con nhân dân và mỹ quan đô thị tại khu vực này. Tôi xin chân thành cảm ơn!","Theo nội dung góp ý của công dân, UBND phường Bàn Thạch đã giao cho Phòng Kinh tế, Hạ tầng và Đô thị phường kiểm tra, xử lý. Nay, UBND phường phản hồi như sau: Phòng Kinh tế, Hạ tầng và Đô thị phối hợp Trung tâm cung ứng dịch vụ sự nghiệp công với đơn vị thi công xử lý đánh giá hiện trạng như nội dung phản ánh và báo cáo UBND phường có biện pháp triển khai thực hiện. Hiện nay các đơn vị đang khẩn trương thực hiện. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND phường Bàn Thạch,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96166
96150,Da Nang,15:06 06/04/2026,"Tại địa chỉ 44 Nguyễn Công Trứ, phường Hội An Tây đã được xử lý về vấn đề thoát nước, tuy nhiên sau khi xử lý nắp cống không trám lại để mùi hôi bốc lên mỗi chiều và tối hằng ngày. Đề nghị cơ quan chức năng quan tâm, xử lý.","Sau khi nhận được thông tin của công dân, Ủy ban nhân dân phường Hội An Tây đã chỉ đạo Phòng Kinh tế, Hạ tầng và Đô thị phường kiểm tra xử lý. Đến nay việc bốc mùi hôi thối tại vị trí này đã được khắc phục. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND phường Hội An Tây,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96150
96137,Da Nang,13:59 06/04/2026,"Tại K345 Trưng Nữ Vương (nhà thứ 2 từ ngoài kiệt đi vào) đang thi công, họ tập kết vật liệu xây dựng trước nhà 345 chắn lối đi và đổ cả ra lòng đường gây cản trở giao thông. Đề nghị cơ quan chức năng kiểm tra, xử lý.","Theo nội dung góp ý của công dân, UBND Phường Hòa Cường đã giao cho Phòng Kinh tế, Hạ tầng và Đô thị phường kiểm tra, xử lý. Nay, UBND phường phản hồi như sau: Phòng Kinh tế, Hạ tầng và Đô thị phường đã tiến hành làm việc với chủ đầu tư công trình xây dựng, nhắc nhở, yêu cầu chủ đầu tư tập kết vật liệu đúng quy định, tránh làm mất an toàn giao thông và không làm ảnh hưởng đến các hộ dân lân cận. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Hòa Cường,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96137
96105,Da Nang,09:20 06/04/2026,"Tôi xin hỏi dự án tại khu vực Khe Cạn, phường Thanh Khê khi nào sẽ tiếp tục được triển khai. Tôi cần thêm thông tin để chuẩn bị sửa chữa, nâng nhà. Hiện nay, sau khi nâng cao độ hẻm, cốt nhà tôi lệch khoảng 1m so với mặt đường. Tôi lo lắng khi mùa mưa bão đến sẽ không kịp xử lý, vì việc sửa nhà thường mất khoảng 4–5 tháng, thậm chí có thể kéo dài hơn nếu phát sinh hoặc gặp khó khăn trong việc xin giấy phép xây dựng. Kính mong cơ quan chức năng cung cấp thông tin về tiến độ dự án để người dân chủ động phương án sửa chữa, đảm bảo an toàn./.","Theo nội dung góp ý của công dân, UBND phường Thanh Khê phản hồi như sau: Dự án Tái thiết đô thị khu vực Khe Cạn đã được phê duyệt chủ trương đầu tư tại Quyết định số 1698/QĐ-UBND ngày 03/6/2025 của UBND thành phố Đà Nẵng. Trên cơ sở đó, UBND phường Thanh Khê đã ban hành Quyết định số 1082/QĐ-UBND ngày 12/3/2026 về việc phê duyệt Điều chỉnh quy hoạch chi tiết TL: 1/500 Khu vực cống thoát nước Khe Cạn và đã thực hiện việc công bố quy hoạch điều chỉnh vào ngày 09/4/2026. Hiện nay, UBND phường đã giao Trung tâm cung ứng dịch vụ sự nghiệp công phường phối hợp các đơn vị liên quan khẩn trương triển khai dự án trong năm 2026. Do vậy, đối với việc xin phép xây dựng, cải tạo, sửa chữa nhà đề nghị công dân thực hiện lập hồ sơ xin phép xây dựng và nộp hồ sơ tại Trung tâm phục vụ hành chính công phường Thanh Khê để được chuyển đến Phòng Kinh tế, Hạ tầng và Đô thị phường kiểm tra, hướng dẫn và tham mưu UBND phường cấp phép xây dựng. Vậy, UBND phường Thanh Khê kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Thanh Khê,Đang xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96105
96104,Da Nang,08:57 06/04/2026,"Đoạn đường trước số nhà 46 đường Hàn Mặc Tử, thuộc phường Hải Châu, hiện có một hố sụt xuống cống khá rộng và sâu. Tình trạng này đã xuất hiện từ trước Tết đến nay, gây mất an toàn cho người tham gia giao thông. Đề nghị cơ quan có thẩm quyền kiểm tra, xử lý và khắc phục kịp thời để đảm bảo an toàn cho người dân khi tham gia giao thông./.","Theo nội dung góp ý của công dân, UBND phường Hải Châu đã giao Phòng Kinh tế, Hạ tầng và Đô thị kiểm tra, xử lý. Nay, UBND phường phản hồi như sau: Ghi nhận phản ánh của người dân, Phòng Kinh tế, Hạ tầng và Đô thị phường đã kiểm tra và xử lý thay thế cửa thu bị hư hỏng tại vị trí 44 Hàn Mặc Tử (có hình ảnh đính kèm) Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Hải Châu,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96104
96098,Da Nang,07:45 06/04/2026,"Tại nút giao thông đường Vũ Lăng – Tôn Đản (hướng từ Đà Nẵng đi Quảng Nam cũ) có đèn giao thông bắt ngang qua đường và cột đèn giao thông (chiều dọc, sát lề đường) bị cây xanh che khuất. Người tham gia giao thông không nhìn thấy tín hiệu của đèn nên đã vi phạm. Đề nghị cơ quan chức năng kiểm tra, xử lý tình trạng này./.","Theo nội dung góp ý của công dân, UBND Phường An Khê đã giao các đơn vị liên quan kiểm tra, xử lý. Nay, UBND phường phản hồi như sau: Phòng Kinh tế, Hạ tầng và Đô thị phường đã phối hợp đơn vị cây xanh cắt tỉa (Hình ảnh kèm theo). Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường An Khê,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96098
96074,Da Nang,07:42 06/04/2026,"Trong khoảng 3 đêm gần đây (ngày 2,3,4/4), hệ thống đèn chiếu sáng trên đường Mẹ Suốt, phường Hòa Khánh bị tắt, không hoạt động. Tình trạng này kéo dài trên đoạn khoảng gần 1km, từ ngã ba Hoàng Văn Thái đến gần đường Phạm Như Xương, gây ảnh hưởng đến việc đi lại và nguy cơ mất an toàn giao thông vào ban đêm. Kính đề nghị cơ quan chức năng kiểm tra, khắc phục sớm để đảm bảo hệ thống chiếu sáng hoạt động bình thường./.","Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./.","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 14/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96074
96067,Da Nang,07:41 06/04/2026,"Cống thoát nước bên hông số nhà 01 Bình Minh 1, phường Hòa Cường có tình trạng bị trào. Tại đây có nhiều nhà hàng nên vào buổi tối, giờ các nhà hàng này hoạt động, họ xả thải cùng lần thì cống thoát nước không kịp nên sẽ bị trào ra đường gây hôi thối. Nhờ cơ quan chức năng có hướng xử lý./.","Theo nội dung góp ý của công dân, UBND Phường Hòa Cường đã giao Phòng Kinh tế, Hạ tầng và Đô thị kiểm tra, xử lý. Nay, UBND phường phản hồi như sau: Phòng Kinh tế, Hạ tầng và Đô thị tiến hành kiểm tra tại tuyến cống sau lối thoát hiểm đường 2/9 và Bình Minh 1. Qua kiểm tra có ý kiến như sau: - Hiện tuyến cống sau nhà lối thoát hiểm đường 2/9 và Bình Minh 1 lâu ngày không nạo vét, tiết diện cống nhỏ 0,5x0,5m và có cos thấp hơn so với cos vỉa hè là 0,5m, võng đoạn giữa nên nước đọng tại vị trí này khi lưu lượng thoát nước lớn. - Phòng đã tổ chức xử lý sự cố, nạo vét, khơi thông cống rãnh tại khu vực bị tắc. (hình ảnh nạo vét kèm theo). Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Hòa Cường,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96067
96057,Da Nang,07:22 06/04/2026,"Trước đây tôi có phản ánh mã góp ý 94501. Tại khu vực giao lộ đường Thanh Hóa và Trần Nam Trung, phường Hòa Xuân, thường xuyên xảy ra tình trạng nước cống tràn lên mặt đường, bốc mùi hôi thối, gây ô nhiễm môi trường và ảnh hưởng đến việc đi lại của người dân, đặc biệt là xe máy khi di chuyển qua khu vực này. Phía cơ quan chức năng có phản hồi: Để hạn chế tình trạng nước thải tràn ra môi trường tại các cửa xả ven sông Cẩm Lệ và các giếng thăm dọc tuyến đường Trần Nam Trung, Công ty đã tiến hành điều tiết các trạm bơm bằng cách vận hành bơm liên tục vào giờ thấp điểm, giảm mực nước trong cống, tạo chỗ chứa cho nước thải vào giờ cao điểm và bơm dần về Trạm xử lý nước thải Hòa Xuân. Tình trạng trên đã diễn ra khoảng 2–3 tháng nay nhưng đến nay vẫn chưa được xử lý dứt điểm, vẫn tiếp diễn thường xuyên. Người dân cũng chưa thấy có hoạt động cải tạo, sửa chữa nào tại vị trí này. Kính đề nghị cơ quan chức năng kiểm tra, có biện pháp xử lý triệt để (như khơi thông, cải tạo hệ thống thoát nước, đục thông miệng cống…) nhằm chấm dứt tình trạng nước tràn, đảm bảo vệ sinh môi trường và an toàn giao thông./.","Theo nội dung góp ý của công dân, Sở Xây dựng phản hồi như sau: Sau khi phát hiện tình trạng nước thải tràn lên mặt đường Trần Nam Trung, Sở Xây dựng đã chỉ đạo Công ty Thoát nước và Xử lý nước thải tiến hành khảo sát, xác định nguyên nhân và đề xuất giải pháp cụ thể (Công văn số 5165/SXD-HTKT ngày 06/4/2026). Qua khảo sát, nguyên nhân do tuyến ống chuyển tải nước thải bị sụt lún, làm hạn chế khả năng thoát nước, gây quá tải và tràn mặt đường. Hiện, Công ty Thoát nước và Xử lý nước thải đang đề xuất phương án xử lý (do tuyến ống này được lắp đặt ở chiều sâu lớn đến giải pháp tương đối khó khăn, kinh phí lớn). Ngoài ra, hiện nay thành phố đang triển khai dự án Tuyến ống tự chảy D1400 trên đường Võ Chí Công (đoạn từ Trần Nam Trung đến Mai Chí Thọ) nhằm phân chia lưu lượng của tuyến ống đường Trần Nam Trung về tuyến ống mới này. Dự án đang trong giai đoạn hoàn thiện chủ trương đầu tư, dự kiến khởi công trong năm 2026. Sau khi dự án hoàn thành sẽ giải quyết dứt điểm tình trạng nước thải tràn trên đường Trần Nam Trung. Trân trọng cảm ơn ý kiến đóng góp của công dân!",Sở Xây dựng,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96057
96047,Da Nang,23:42 05/04/2026,"Tôi xin phản ánh tình trạng vỉa hè bị hư hỏng, xuống cấp nghiêm trọng tại khu vực trước địa chỉ số 110B - 112B Nguyễn Hữu Thọ, phường Hòa Cường. Qua quan sát, nhiều đoạn vỉa hè đã bị bong tróc toàn bộ lớp gạch lát, để lộ nền đất cát và xà bần lồi lõm, tạo thành những hố sâu nguy hiểm ngay lối đi bộ và trạm dừng xe buýt. Tôi có đính kèm file docs chứa hình ảnh cụ thể, mong cơ quan chức năng sớm khắc phục. Tôi xin chân thành cảm ơn./.","Theo nội dung góp ý của công dân, Sở Xây dựng phản hồi như sau: Công ty CP Cầu đường Đà Nẵng đã tiếp nhận thông tin và triển khai khắc phục các vị trí vỉa hè hư hỏng theo như phản ánh (đính kèm hình ảnh hiện trạng). Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./.",Sở Xây dựng,Đang xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96047
96046,Da Nang,23:36 05/04/2026,"Kính gửi cơ quan chức năng. Tôi xin phản ánh tình trạng hư hỏng nghiêm trọng của vỉa hè tại địa chỉ 849 Ngô Quyền, phường An Hải. Hiện tại, khu vực vỉa hè phía trước địa chỉ này đã bị xuống cấp hoàn toàn; lớp gạch lát bị bong tróc, vỡ vụn và nằm ngổn ngang trên diện tích lớn. Bề mặt nền chỉ còn trơ lại đất cát và xà bần, tạo thành nhiều hố lồi lõm rất mất mỹ quan đô thị. Mong cơ quan chức năng kiểm tra, khắc phục./.","Theo nội dung góp ý của công dân, Sở Xây dựng phản hồi như sau: Công ty CP Cầu đường đã triển khai khắc phục vị trí vỉa hè hư hỏng nêu trên (đính kèm hình ảnh). Vậy kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",Sở Xây dựng,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96046
96045,Da Nang,22:16 05/04/2026,"Cây xanh trước 338 Ngũ Hành Sơn đoạn giao Lê Văn Hưu bật gốc ngã nghiêng hẳn ra đường ngay cột đèn tín hiệu giao thông, đường dẫn điện chiếu sáng, nơi lưu lượng người lưu thông, dừng đèn đỏ đông gây nguy hiểm, mất an toàn. Nhờ công ty cây xanh xử lý gấp./.","Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty Công viên - Cây xanh đã kiểm tra thực tế và thực hiện chặt hạ, không trồng thay thế do sát ngay trụ đèn tín hiệu giao thông, kèm theo Biên bản kiểm tra hiện trường. Dự kiến hoàn thành ngày 09/4/2026. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./.","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty Công viên - Cây xanh đã kiểm tra thực tế và thực hiện chặt hạ, không trồng thay thế do sát ngay trụ đèn tín hiệu giao thông, kèm",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96045
96040,Da Nang,20:46 05/04/2026,"Khu vực tổ 1 và tổ 4, Tổ dân phố Trà Kiểm, phường Hoà Xuân khoảng 2 ngày nay nguyên cả tuyến đường không có điện chiếu sáng công cộng. Kính mong cơ quan xử lý. Cảm ơn./.","Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./.","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 14/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96040
96039,Da Nang,19:49 05/04/2026,"Đèn chiếu sáng tại 97 đường Thanh Vinh 8, phường Liên Chiểu bị hỏng không sáng. Mong cơ quan chức năng kiểm tra, xử lý./.","Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./.","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 14/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96039
96036,Da Nang,18:49 05/04/2026,"Đèn chiếu sáng tại K72 đường Nguyễn Đình - Phường An Hải bị hỏng không sáng. Mong cơ quan chức năng kiểm tra, xử lý./.","Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./.","Sở Xây dựng Sở Xây dựng trân trọng cảm ơn ý kiến góp ý của Quý công dân và phản hồi một số thông tin như sau: Công ty cổ phần chiếu sáng công cộng đã kiểm tra hiện trường và hoàn thành xử lý kiến nghị, đèn đã đỏ bình thường. Sở Xây dựng thông tin để Quý công dân được biết. Trân trọng./. Ngày trả lời: 14/04/2026",Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96036
96034,Da Nang,18:12 05/04/2026,"Tại địa chỉ 126 Hoàng Hoa Thám, Thanh Khê có đơn vị đến thi công nối dây camera giao thông nhưng khi thi công xong thì để lại đống đá và đất, không thu dọn. Mong cơ quan chức năng kiểm tra, xử lý./.","Theo nội dung góp ý của công dân, UBND phường Thanh Khê phản hồi như sau: Sau khi tiếp nhận thông tin công dân phản ánh, UBND phường đã chỉ đạo lực lượng chức năng của phường kiểm tra thực tế, yêu cầu đơn vị thi công dọn dẹp giá hạ, xà bần, trả lại nguyên trạng ban đầu vỉa hè tại khu vực. Vậy, UBND phường kính phản hồi thông tin đến công dân được biết. Trân trọng cảm ơn ý kiến đóng góp của công dân!",UBND Phường Thanh Khê,Đã xử lý,https://gopy.danang.gov.vn/gop-y?pageid=view&ykien=96034
